{'Input Sentence': 'put it back', 'Target Sentence': 'regresalo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i bought three apples some eggs and some yogurt', 'Target Sentence': 'compre tres manzanas huevos y yogur', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you re going to do exactly as i tell you', 'Target Sentence': 'haras exactamente lo que te digo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you ll understand someday', 'Target Sentence': 'un dia lo entendereis', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he stalled the engine three times', 'Target Sentence': 'el calo el motor en tres ocasiones', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ve had enough', 'Target Sentence': 'ya estoy harto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom has turned thirty', 'Target Sentence': 'tom ha cumplido treinta', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ll listen', 'Target Sentence': 'escuchare', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'is it red ?', 'Target Sentence': 'es rojo ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom attended monday s meeting', 'Target Sentence': 'tom asistio a la reunion del lunes', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t quite agree with you', 'Target Sentence': 'no estoy absolutamente de acuerdo contigo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i often go to the movies', 'Target Sentence': 'a menudo voy al cine', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom was homeschooled', 'Target Sentence': 'tom fue educado en casa', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i said no', 'Target Sentence': 'dije que no', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he complains all the time', 'Target Sentence': 'el se queja todo el tiempo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this basket was woven from willow', 'Target Sentence': 'este cesto fue tejido con ramas de sauce', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'technically you re correct', 'Target Sentence': 'tecnicamente estas en lo cierto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you re the problem tom', 'Target Sentence': 'tu eres el problema tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t want to spend more than', 'Target Sentence': 'no quiero gastarme mas de diez dolares', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'that s really sad', 'Target Sentence': 'eso es realmente entristecedor', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t even know the guy', 'Target Sentence': 'ni siquiera conozco al tipo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have no comment', 'Target Sentence': 'no tengo comentarios', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i sometimes see him on the street', 'Target Sentence': 'a veces le veo en la calle', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'these are hard to get a hold of', 'Target Sentence': 'esos son dificiles de conseguir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'french isn t as difficult to learn as some people think', 'Target Sentence': 'el frances no es tan dificil de aprender como algunas personas creen', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you re a very handsome young man', 'Target Sentence': 'eres un joven muy apuesto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it s been a good day', 'Target Sentence': 'ha sido un buen dia', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the man had something under his coat', 'Target Sentence': 'el hombre tenia algo bajo su abrigo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'there will be milk and cookies', 'Target Sentence': 'habra leche y galletas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you should go home early', 'Target Sentence': 'deberias volver pronto a casa', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he will be free tomorrow', 'Target Sentence': 'el quedara libre manana', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it rained last night', 'Target Sentence': 'llovio anoche', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ll be watching you', 'Target Sentence': 'os estare vigilando', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it won t happen again', 'Target Sentence': 'no ocurrira de nuevo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he s at her side', 'Target Sentence': 'esta a su lado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'don t go back to sleep !', 'Target Sentence': 'no te vuelvas a dormir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'call the police and tell them what you told me', 'Target Sentence': 'llama a la policia y contales lo que me dijiste', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'am i disturbing you ?', 'Target Sentence': 'le molesto a usted ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom had a bad accident', 'Target Sentence': 'tom tuvo un grave accidente', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what time was she born ?', 'Target Sentence': 'a que hora nacio ella ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom is ready to start', 'Target Sentence': 'tom esta listo para empezar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'they have come', 'Target Sentence': 'ellos han venido', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the s were years of protest and reform', 'Target Sentence': 'los sesentas fueron anos de protestas y reformas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what is your earliest memory from childhood ?', 'Target Sentence': 'cual es tu primer recuerdo de la ninez ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you did better on the exam than i did', 'Target Sentence': 'hiciste un mejor examen que yo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'judging from his expression he s in a bad mood', 'Target Sentence': 'a juzgar por su expresion el esta de mal humor', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i just thought you were happy', 'Target Sentence': 'simplemente pense que estabas feliz', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i can t hear you', 'Target Sentence': 'no puedo oirles', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'his old cat is still alive', 'Target Sentence': 'su viejo gato todavia esta vivo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom locked his keys in his car', 'Target Sentence': 'tom dejo sus llaves dentro del auto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'don t talk about it in my mother s presence', 'Target Sentence': 'no menciones eso frente a mi mama', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this heater burns gas', 'Target Sentence': 'este calentador funciona con gas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i require absolute loyalty from all my employees', 'Target Sentence': 'yo exijo absoluta lealtad de todos mis empleados', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i d hoped we d become friends', 'Target Sentence': 'esperaba que nos hicieramos amigos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we don t have much in common', 'Target Sentence': 'no tenemos mucho en comun', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t know if there ll be someone waiting for me', 'Target Sentence': 'no se si habra alguien esperandome', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it s a tough choice', 'Target Sentence': 'es una eleccion dificil', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we ve got an hour left', 'Target Sentence': 'tenemos una hora mas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he used to be an imaginative boy', 'Target Sentence': 'solia ser un chico imaginativo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she will be here this evening', 'Target Sentence': 'ella vendra esta noche', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'please cancel my order and refund the money', 'Target Sentence': 'por favor cancele mi pedido y devuelvame el dinero', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i was aware of the danger', 'Target Sentence': 'estaba informado del peligro', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the movie wasn t as interesting as the book', 'Target Sentence': 'la pelicula no era tan interesante como el libro', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'how long did you stay ?', 'Target Sentence': 'cuanto tiempo te quedaste ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this book is a little out of date', 'Target Sentence': 'este libro es un poco obsoleto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom speaks two foreign languages', 'Target Sentence': 'tom habla dos lenguas extranjeras', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom was dressed as santa', 'Target Sentence': 'tom estaba disfrazado de papa noel', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'first we stuff ham and cheese into the chicken breast', 'Target Sentence': 'primero rellenamos la pechuga de pollo con jamon y queso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do you like me ?', 'Target Sentence': 'te gusto ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it was an interesting dream', 'Target Sentence': 'fue un sueno interesante', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the shower is being used', 'Target Sentence': 'la ducha esta ocupada', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it s unbearably hot today', 'Target Sentence': 'hoy hace un calor inaguantable', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'take off your shoes before going into a temple', 'Target Sentence': 'quitate los zapatos antes de entrar en el templo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'how big is your house ?', 'Target Sentence': 'como de grande es tu casa ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she s getting breakfast ready', 'Target Sentence': 'ella esta preparando el desayuno', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i didn t think you d come to my party', 'Target Sentence': 'no pense que vendrias a mi fiesta', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'thanks for always helping me', 'Target Sentence': 'gracias por ayudarme siempre', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have math homework today', 'Target Sentence': 'hoy tengo deberes de matematicas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'when did you begin studying english ?', 'Target Sentence': 'cuando empezasteis a estudiar ingles ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the falling of the berlin wall was truly a momentous occasion', 'Target Sentence': 'la caida del muro de berlin fue en verdad un acontecimiento historico', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'did you go to the restaurant yesterday ?', 'Target Sentence': 'fuiste al restaurante ayer ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do you want to hear it ?', 'Target Sentence': 'quieres escucharlo ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the house caved in', 'Target Sentence': 'la casa se hundio', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i gave tom a chance', 'Target Sentence': 'le di una oportunidad a tomas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i met tom on the way', 'Target Sentence': 'me encontre en el camino con tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m bringing wine', 'Target Sentence': 'traigo vino', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'your dog is very fat', 'Target Sentence': 'tu perro esta muy gordo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she said nothing that would make him angry', 'Target Sentence': 'ella no dijo nada que le hiciera enfadar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i regard him as an enemy', 'Target Sentence': 'yo lo considero mi enemigo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom can stay here as long as he likes', 'Target Sentence': 'tomas puede quedarse aqui tanto tiempo como quiera', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it doesn t make sense to me', 'Target Sentence': 'no me tiene sentido', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'they go to church every sunday', 'Target Sentence': 'ellos van a la iglesia todos los domingos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this watch needs to be fixed it gains minutes a day', 'Target Sentence': 'hay que arreglar este reloj se adelanta veinte minutos en un dia', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'are we going for a walk ?', 'Target Sentence': 'nos vamos de paseo ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i need to see you right away', 'Target Sentence': 'necesito verte en seguida', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she doesn t know what to say', 'Target Sentence': 'no sabe que decir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the first point that requires clarification is that the design was purely experimental', 'Target Sentence': 'el primer punto que requiere aclaracion es que el diseno fue puramente experimental', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he came to japan when he was years old', 'Target Sentence': 'el vino a japon cuando tenia anos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'who signed that ?', 'Target Sentence': 'quien firmo eso ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the sun always sets in the west', 'Target Sentence': 'el sol siempre se pone en el oeste', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m getting tired now', 'Target Sentence': 'ya me estoy cansando', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tell me about your first kiss', 'Target Sentence': 'hablame de tu primer beso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'that matter is the same one that we discussed the other day', 'Target Sentence': 'ese asunto es el mismo que discutimos el otro dia', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'choose three books at random', 'Target Sentence': 'elige tres libros al azar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you look depressed did something happen ?', 'Target Sentence': 'pareces deprimido ocurrio algo ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'please close the door behind you', 'Target Sentence': 'por favor cierra la puerta detras de ti', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you can answer it', 'Target Sentence': 'puedes responderlo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she quickly opened the letter', 'Target Sentence': 'abrio la carta rapidamente', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'small businesses are often absorbed by a major company', 'Target Sentence': 'las pequenas empresas a menudo son absorbidas por una compania mayor', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'shall we take a taxi ?', 'Target Sentence': 'tomamos un taxi ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she picked out the most expensive dress', 'Target Sentence': 'ella eligio el vestido mas costoso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'nothing can be done about that', 'Target Sentence': 'contra eso no se puede hacer nada', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i needed this', 'Target Sentence': 'yo necesitaba esto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i am no longer a child', 'Target Sentence': 'ya no soy un nino', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'breakfast is ready', 'Target Sentence': 'el desayuno esta listo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'our house isn t big', 'Target Sentence': 'nuestra casa no es grande', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'my husband is a very good cook', 'Target Sentence': 'mi marido es muy buen cocinero', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'my father was there when the bomb exploded', 'Target Sentence': 'mi padre estaba alli cuando exploto la bomba', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'don t forget to write me', 'Target Sentence': 'que no se te olvide escribirme', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'these things only happen to me', 'Target Sentence': 'estas cosas solo me pasan a mi', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he fell in love with his best friend', 'Target Sentence': 'se enamoro de su mejor amigo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'my son is a journalist', 'Target Sentence': 'mi hijo es periodista', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom abandoned his family and went into hiding', 'Target Sentence': 'tom abandono a su familia y paso a la clandestinidad', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have the same trouble as you have', 'Target Sentence': 'tengo el mismo problema que tu', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m really glad to hear it', 'Target Sentence': 'realmente me alegra oirlo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'apparently the plan is now on hold', 'Target Sentence': 'al parecer el plan ahora esta a la espera', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we can t afford any more mistakes', 'Target Sentence': 'no podemos cometer mas errores', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i know it means a lot to tom', 'Target Sentence': 'se que significa mucho para tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m not pessimistic', 'Target Sentence': 'no soy pesimista', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he deserves the punishment', 'Target Sentence': 'se merece el castigo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'they succeeded', 'Target Sentence': 'tuvieron exito', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i never think about it anymore', 'Target Sentence': 'ya no pienso en ello', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ll send you the link', 'Target Sentence': 'le enviare el enlace', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we killed time by playing cards', 'Target Sentence': 'nosotros hicimos la hora jugando cartas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the teapot is on the table', 'Target Sentence': 'la tetera esta en la mesa', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it sounds absolutely wonderful', 'Target Sentence': 'suena absolutamente maravilloso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i think we made the right call', 'Target Sentence': 'creo que tomamos la decision correcta', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we had a lot of fun at the dance', 'Target Sentence': 'nos divertimos mucho en el baile', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom thinks there s hope', 'Target Sentence': 'tom cree que hay esperanza', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it s not going to happen', 'Target Sentence': 'eso no va a pasar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'if you push the button the door will open', 'Target Sentence': 'si oprimes el boton la puerta se abrira', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'economy cars save you money', 'Target Sentence': 'los vehiculos economicos te ahorran dinero', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'for dinner i only had a little fruit', 'Target Sentence': 'para cenar solo tome un poco de fruta', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom was humble', 'Target Sentence': 'tom era humilde', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what do you want with me ?', 'Target Sentence': 'que quieres conmigo ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this river looks like it s going to overflow', 'Target Sentence': 'este rio parece que va a desbordarse', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what kind of treatment will i get ?', 'Target Sentence': 'que clase de tratamientos recibire ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'australia is no exception', 'Target Sentence': 'australia no es una excepcion', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom forgot to flush the toilet', 'Target Sentence': 'tomas se olvido de tirar la cadena', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'can you order one for me ?', 'Target Sentence': 'puedes pedir uno para mi ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he was a fresh face in american politics', 'Target Sentence': 'el era un rostro nuevo en la politica estadounidense', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'my mother is busy planting flowers in the garden', 'Target Sentence': 'mi madre esta ocupada plantando flores en el jardin', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom isn t crying', 'Target Sentence': 'tom no esta llorando', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom enrolled in night classes at a local college', 'Target Sentence': 'tom se matriculo en las clases nocturnas de la universidad local', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what are they complaining about ?', 'Target Sentence': 'de que se quejan ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'don t point your gun at anyone', 'Target Sentence': 'no apuntes a nadie con tu arma', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom drank mary under the table', 'Target Sentence': 'tom tumbo a mary bebiendo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you re going to get better', 'Target Sentence': 'vas a mejorar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'can you play the flute ?', 'Target Sentence': 'sabes tocar la flauta ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'my heart was filled with happiness', 'Target Sentence': 'mi corazon se lleno de felicidad', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'was it cold ?', 'Target Sentence': 'hacia frio ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'there was more than enough food', 'Target Sentence': 'habia mas que suficiente comida', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it took me some time to persuade her', 'Target Sentence': 'me tomo un rato convencerla', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'may i help you ? no thank you i m just looking', 'Target Sentence': 'puedo ayudarla ? no gracias solo estoy mirando', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom says he can t ignore mary s behavior any longer', 'Target Sentence': 'tom dice que ya no puede ignorar mas el comportamiento de mary', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we ve found something', 'Target Sentence': 'hemos encontrado algo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she was surprised at the news', 'Target Sentence': 'ella estaba sorprendida de las noticias', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'don t lean on my chair', 'Target Sentence': 'no te apoyes en mi silla', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'grab a broom and help us clean', 'Target Sentence': 'coge una escoba y ayudanos a limpiar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'mary is a very hard working woman', 'Target Sentence': 'mary es una mujer muy abnegada', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'where is the problem ?', 'Target Sentence': 'donde esta el problema ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'everyone says i m bad and maybe they re right', 'Target Sentence': 'todos dicen que soy malo y tal vez tengan razon', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it isn t worth worrying about it', 'Target Sentence': 'no vale la pena preocuparse por eso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the garden was full of beautiful yellow flowers', 'Target Sentence': 'el jardin estaba lleno de hermosas flores amarillas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'my sister usually walks to school', 'Target Sentence': 'mi hermana suele irse a pie a la escuela', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i like walking by myself', 'Target Sentence': 'me gusta caminar solo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do you often go shopping ?', 'Target Sentence': 'vas de compras a menudo ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom was with mary', 'Target Sentence': 'tom estaba con mary', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t understand and i m not used to not understanding please explain it once more', 'Target Sentence': 'no entiendo y no estoy acostumbrado a no entender por favor expliquelo una vez mas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'please don t touch the exhibits', 'Target Sentence': 'por favor no toque los objetos expuestos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom asked mary whether she d like to go shopping', 'Target Sentence': 'tom le pregunto a mary si le gustaria ir de compras', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom wants to eat fried rice', 'Target Sentence': 'tom quiere comer arroz frito', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i believe that he s happy', 'Target Sentence': 'yo creo que el es feliz', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'please look for it', 'Target Sentence': 'buscalo por favor', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i know how i feel', 'Target Sentence': 'se como me siento', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i think it s time for me to turn on the radio', 'Target Sentence': 'creo que es hora de que encienda la radio', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'were you invited to her birthday party ?', 'Target Sentence': 'te invitaron a su fiesta de cumpleanos ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom isn t as tall as i am', 'Target Sentence': 'tom no es tan alto como yo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'no one gave up hope', 'Target Sentence': 'nadie perdio la esperanza', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m feeling claustrophobic', 'Target Sentence': 'me siento claustrofobica', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'everyone s going to know it', 'Target Sentence': 'todo el mundo lo va a saber', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'if you re not careful you might hurt yourself', 'Target Sentence': 'si no tenes cuidado te podes lastimar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m ironing my dress', 'Target Sentence': 'estoy planchando mi vestido', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it s going to work', 'Target Sentence': 'va a funcionar', 'Predicted Sentence': '', 'Bleu Score': 0}
